eng,dua
"At his baptism , Jesus heard a voice from heaven say : "" This is my Son , the beloved , whom I have approved . ""","O pond 'a dubise ̱ lao , Yesu a sengi doi di wu o mo ̱ ń ná : "" Nun nde e Mun 'am ńa ndolo na do ̱ lisanno ̱ . "" ( Mat ."
"Learn their language , explore their culture .","Okwa eyem 'abu ya bwambo , wasa bia bede ̱ mo babu ba yabane ̱ ."
"So we "" endure fully with patience and joy . ""","Ońola nika so ̱ , je "" titimbe ̱ ńe ̱ se ̱ na we ̱ lisane ̱ . . . na muńe ̱ nge ̱ . """
For what purpose ?,Ońola njika janda e ?
"As Paul sits in the darkness , he contemplates the events of the day .","Paulo a jai o mwititi , na mo ̱ a kumwa jo ̱ nge ̱ le ̱ nje ye ̱ se ̱ e tombi bo buńa ."
Paul sent greetings to many fellow Christians .,Paulo a lomedi jita la bonasango masoma .
"When Jesus performed his first miracle , turning water into wine , there was no mention of Joseph - then or on any subsequent occasion .","Ponda Yesu a po ̱ ngino ̱ betańsedi bao ba boso , timbise ̱ le ̱ la madiba wań , ba si kwaledi pe ̱ ońola Yose ̱ f - ngedi to ̱ po ̱ ."
"Ribeiro left home when he was in his teens and in time began working in a paper - recycling plant , where he was exposed to pornographic materials .","Ribeiro a ta asumwe ̱ o mboa ke ̱ e eso ̱ mbe ̱ na mo ̱ a botea ebolo o wuma ba mako ̱ te ̱ le ̱ no ̱ pepa i mábolane ̱ , we ̱ ni a tano ̱ be ̱ ombwa bedinge ̱ dinge ̱ ba maye ̱ ."
"Even if a person is able to conceal thievery from authorities , employers , elders , or parents , he cannot hide it from God , who guarantees that every theft will be exposed .","To ̱ e be ̱ nde ná moto e ná a wuta jiba o miso ̱ ma manea , basango b 'ebolo , batudu , to ̱ so ̱ bayedi , a titi ná a wuta mo ̱ o miso ̱ ma Loba , nu boli mbaki ná a me ̱ nde ̱ bonde ̱ jiba te ̱ . ( Bon ."
You may be wondering why segregation would be practiced in congregations of Jehovah 's Witnesses .,We ná o baise ̱ na wame ̱ ne ̱ ne ̱ ni jabane ̱ leno ̱ ná di be ̱ o myemba ma Mboṅ a Yehova .
Can anyone with insight be of benefit to him ?,"We te ̱ nute ̱ m na sim , nika e mabola Ńangum nje e ?"
"Granted , on later occasions , Asa acted unwisely .","Ye mbale ̱ ná o midiyo mipe ̱ pe ̱ , Asa a die ̱ le ̱ mo ̱ me ̱ ne ̱ ńai ni titi dibie ̱ ."
"Jehovah described King David as "" a man agreeable to [ his ] heart . ""","Yehova a ta a bele ̱ Kiṅe ̱ David ná "" moto kaponda mulema mam . """
"Nadia 's mother , Marie - Madeleine , who lived in France , fell and broke her arm and injured her head .","Ńango 'a Nadia Marie - Madeleine , nu ta o Fre ̱ nsi a kwedi na mo ̱ a bua dia lao , a kusa pe ̱ sese o mulopo ."
""" Now she calls or texts me nearly every day ! "" the mother said .","Ńango mo ̱ ná : "" Tatan a mabele ̱ to ̱ lomea mba mwe ̱ ndi buńa te ̱ !"
""" What a Beautiful Woman You Are "" ( Sarah ) , No .",""" We muto nu do ̱ li byombwedi "" ( Sara ) , No ̱ ."
That day of Jehovah arrived in 70 C.E . when the Romans executed Jehovah 's judgment on Jerusalem .,"( Bebolo 2 : 19 , 20 ; Lukas 21 : 20 - 22 ) Bo buńa ba Yehova bo timbi po ̱ o mbu má 70 P.A . ponda bato ba Roma ba londe ̱ no ̱ beko ̱ kisedi ba Yehova omo ̱ ń a Yerusalem ."
( Read 1 Corinthians 2 : 10 . ),( Langa 1 Korinto 2 : 10 . )
( Read Proverbs 6 : 16 - 19 ; Rev .,( Langa Minia 6 : 16 - 19 ; Bbī .
"Unlike most of his Sanhedrin colleagues , he lived an honest , moral life and did his best to obey God 's commands .","( Lukas 23 : 50 ) Diwengisan na bane ̱ bakaisedi , a ta mbale ̱ , a dangwa o ka ni te ̱ m , a po ̱ ngo ̱ pe ̱ miwe ̱ n o sengane ̱ byanedi ba Loba ."
What evidence is there that the Governing Body is filling that role ?,( Mat . 24 : 45 ) Njika mboṅ di be ̱ nno ̱ i malee ̱ ná Dibe ̱ le ̱ di Madie ̱ le ̱ nde le o londise ̱ mu m 'bē ̱ e ?
( See paragraph 15 ),( Ombwa dongo 15 )
( See paragraph 7 ),( Ombwa mongo 7 )
"And rather than envying those who receive praise , we rejoice with them even if we feel that we deserve equal honor or a share of the credit for what was done .","( Rom . 12 : 3 ) O mulopo ma ko ̱ no ̱ ne ̱ ba ba makuse ̱ musesako , di bwane ̱ babo ̱ muńe ̱ nge ̱ to ̱ e be ̱ nde ná di me ̱ ne ̱ ná biso ̱ pe ̱ jangame ̱ n kusa mulemlem m 'edube to ̱ so ̱ dongo diwo ̱ la musesako ońola nje e bolabe ̱ ."
Does this not indicate that we can grow in joy ?,( Yohane 15 : 11 ) Ben byala be si malee ̱ nde ná muńe ̱ nge ̱ masu mwe ná mu ńaka e ?
( a ) We bear fruit by sharing in what activity ?,( a ) Tongwea na njik 'ebolo di mayano ̱ bepuma e ?
( b ) What is our goal when we study and meditate ?,( b ) Ońola njika janda di mokwano ̱ na dutea pe ̱ e ?
The Bible does not say that such a command applies to Christians .,1 : 28 ; 9 : 1 ) Bibe ̱ l e si makwala ná be byanedi be mombwea Kriste ̱ n te ̱ .
We learn to put others first .,1 : 5 ) Di mokwa pe ̱ o bola bane ̱ epol 'a boso .
"While reading and meditating on this account , we might ask ourselves : ' How could King David have avoided the heartache he suffered because of his adulterous act with Bath - sheba ?",12 : 7 - 14 ) Niponda jeno ̱ o langa na dutea pe ̱ o min myango je ná di baise ̱ na biso ̱ me ̱ ne ̱ ná : ' Ne ̱ ni Kiṅe ̱ David a wusano ̱ samba ndutu a bono ̱ ońola musonje a wite ̱ no ̱ na Batseba e ?
Those religious organizations will be completely destroyed .,"17 : 1 , 2 , 16 ; 18 : 1 - 4 ) Be bebokedi ba ebasi e kwedi be me ̱ nde ̱ bumbisabe ̱ na bambam ."
"Notes Hanne , a pioneer for over 40 years , "" The joy I always feel after I have been in the ministry stimulates me to continue in Jehovah 's service . ""","2 : 21 ) Hana ńe paonia buka 40 ma mbu we ̱ nge ̱ mo ̱ ná , "" Muńe ̱ nge ̱ na mabwano ̱ ke ̱ na wu o dikalo mu matute ̱ le ̱ mba o benga bolea Yehova . """
"When difficulties arise , stick to your goals .","4 : 2 ) Tingame ̱ nde na mambo o te ̱ se ̱ no ̱ o po ̱ le ̱ , to ̱ mitakisan mi po ̱ nde ."
True Christians work against that trend .,5 : 20 ) Kriste ̱ n a mbale ̱ i si mabupe ̱ be bedangwedi .
What a blessing it is to be loved by ' the entire association of our brothers in the world ' !,A se ̱ bonam o to ̱ ndo ̱ be ̱ na ' bonasango asu o mundi ma wase ' ! ( 1 Pet .
"What a fine sentiment and beautiful compliment ! - 3 John 1 , 2 , 4 .","A se ̱ jo ̱ nge ̱ le ̱ la bwam na musesako pe ̱ e ! - 3 Yohane 1 , 2 , 4 ."
"He was not satisfied with his extensive freedom to carry out his God - given mandate : "" Be fruitful and become many , fill the earth and subdue it , and have in subjection the fish . . . , the flying creatures . . . , and every living creature that is moving on the earth . ""","A si bwane ̱ pe ̱ to ̱ muńe ̱ nge ̱ wonja a batino ̱ kusa o londise ̱ ndaki Loba a bolino ̱ mo ̱ ná : "" Bińo ̱ be ̱ yadi , lo to ̱ nde , lo londise ̱ wase , lo sibise ̱ pe ̱ mo ̱ owas 'ańu ; lo be ̱ ne ̱ janea omo ̱ ń a su 'a madiba . . . , lono ̱ n la mo ̱ ń . . . , na ńama ye ̱ se ̱ i matuse ̱ ńolo wase . "" ( Bbo ."
He was diagnosed with Parkinson 's disease .,Ba ta ba so ̱ mo ̱ diboa la Parkinson .
Humans were made in God 's image .,Bato ba benama ba wekabe ̱ nde o bowan ba Loba .
"Unlike Jehovah and Jesus , elders cannot read hearts .",Batudu ba titi ná ba langa milema ka Yehova na Yesu .
"They are among "" those who through faith and patience inherit the promises . ""","Be o muso ̱ ngi "" ma ba bena ońola jemea na we ̱ lisane ̱ ba masangwa makaki . """
"His arrangement can bring the best long - term outcome for all , including the wrongdoer , even though the immediate effect is painful .","Beko ̱ kisedi be mawanea be ̱ se ̱ tombwane ̱ , nate ̱ na mo ̱ me ̱ ne ̱ nu nu pangabe ̱ ; to ̱ ná pangabe ̱ la ńandolo di mabwesane ̱ no ̱ ndutu , beko ̱ kisedi be ná bongwane ̱ ná a timbe na Yehova ."
"This foolish act exposed "" all that was in [ Hezekiah 's ] heart . ""","Ben bedangwedi b 'elemā be bonde ̱ nde "" nje e ta [ Hiskia ] o mulema . """
"As foretold , many people today are "" lovers of pleasures . ""","Bibe ̱ l e ta pe ̱ e bīse ̱ ná o mińa misukan bato ba me ̱ nde ̱ nde be ̱ "" ba to ̱ ndi muńe ̱ nge ̱ ma ńolo . """
The Bible does not say .,Bibe ̱ l ńe pī o di to ̱ ti .
"Using these worksheets , you can prepare an answer to one question after another . - Read 1 Peter 3 : 15 .",Bolane ̱ nin sinima ná o boṅsane ̱ jalabe ̱ la myuedi mō ̱ te ̱ ombusa mine ̱ . - Langa 1 Petro 3 : 15 - 16a .
What does God 's Word say that can help us to find true and lasting peace ?,Bupisane ̱ Eyal 'a Loba nje ye ná yongwane ̱ biso ̱ o be ̱ ne ̱ musango ma mbale ̱ na ma po ̱ ko ̱ po ̱ ko ̱ e ?
SUPPOSE you plan to travel to a distant town for an important event .,DUTEA ná we o pula wala o lo ̱ ndo ̱ o mundi mu po ̱ ti ońola lambo le wa mweńa .
God 's gift enabled her to pay off her debts and after that to have enough money for her and her sons to live on .,"Di jabea la Loba longwane ̱ mo ̱ o sawa beto ̱ m bao , a petane ̱ pe ̱ mo ̱ ni mu ta mu dongame ̱ n o bongwa mo ̱ me ̱ ne ̱ na mun 'ao . ( 2 Ki ."
That study had a profound spiritual effect on me .,Di jokwa louse ̱ dube ̱ lam .
We never lost that desire to serve at Bethel - but it proved to be a long time in coming !,Di si bo ̱ lo ̱ ne ̱ ni ńo ̱ ngi to ̱ buńa - nde di ta jangame ̱ n jenge ̱ le ̱ pond 'a bwaba !
Soon we were accommodating zone servants ( now known as circuit overseers ) and inviting nearby pioneers for meals .,"Di ta di bele ̱ baboledi b 'ebondo o ja na biso ̱ , di bele ̱ pe ̱ paonia o da na biso ̱ ."
A new system of sharing earth 's bounties will be a way of life .,Ebe ̱ yed 'a peńa ya bolane ̱ miam ma wase e me ̱ nde ̱ no ̱ ngo ̱ epolo .
"As humans , our place is under Jehovah 's righteous rule .",Epol 'a biso ̱ bato ye nde owas 'a byanedi be te ̱ nge ̱ n ba Yehova .
There is no safer place to be !,Epol 'a mbaki e buki yen e titi !
Consider what occurred in 1973 .,Jombweye te ̱ nje e bolane ̱ o mbu má 1973 .
"For instance , Cain became jealous of his brother Abel and killed him .","K 'eyembilan , Kain a ko ̱ no ̱ ne ̱ munańango Abel do ̱ lisane ̱ la Loba , a bwa mo ̱ ."
"For example , the Mishnah ( Keritot 1 : 7 ) records an occasion in the first century C.E . when the price of a pair of sacrificial pigeons rose to a golden denar .","K 'eyembilan , kalat 'a Baju Mishnah ( Keritot 1 : 7 ) e mato ̱ pea ońola ponda po ̱ ńa ńo ̱ ṅo ̱ n a boso P.A . ńena mususedi ma mbenga iba ońola jabea la dise ̱ mondedino ̱ o denario ńa gol po ̱ ńena ni ta nde musawedi ma 25 ma mińa m 'ebolo ońola muboledi nusadi ."
"Just as his laws of creation never fail , Jehovah will never fail us .","Ka nje te ̱ mambenda mao a te ̱ se ̱ ye ̱ no ̱ bewekedi ma si mako ̱ no ̱ , nika pe ̱ nde makaki ma Yehova ma si mako ̱ no ̱ ."
"Since the branch was doing construction work , I was invited to help and became a member of the Canada Bethel family on December 1 .","Kana Mukanjo m 'ebolo mu tano ̱ mu longise ̱ milongi , na ta na belabe ̱ o bale ̱ babo ̱ dia , na mba na timba be ̱ elong 'a mbia ma Bete ̱ l o buńa 1 bwa mo ̱ di má Elaṅe ̱ ."
Delivering a talk at a convention with a Cebuano interpreter,Ke ̱ ne o bola ekwali o jako ̱ to ̱ ne ̱ na mutukwedi ńa bwambo ba Cebuano
"The more I see how Jehovah directs matters , the more I desire to draw closer to him . ""","Mbadi na me ̱ ne ̱ no ̱ ne ̱ ni Yehova a madie ̱ le ̱ no ̱ mambo , nika e matute ̱ le ̱ mba o bata sisea mo ̱ be ̱ be ̱ . """
Is Satan right ?,Mo ̱ Satan a te ̱ nge ̱ n e ?
Were the seemingly presumptuous actions of Abimelech and Peter motivated by sinful desires ?,Mo ̱ bepuledi ba bobe nde be tute ̱ le ̱ nje ye ̱ ne ̱ ne ̱ ka bebolo ba kumba ba Abimelek na Petro e ?
"The following month , we began our Bethel service .","Mo ̱ di mu bupe ̱ , di botedi ebol 'asu ya Bete ̱ l ."
"He stated : "" There is neither Greek nor Jew , circumcision nor uncircumcision , foreigner , Scythian , slave , or freeman . ""","Mo ̱ ná : "" Oten e titi mot 'a Grikia to ̱ mot 'a Bonayuda , bwendi to ̱ ka ni titi bwendi , mwe ̱ n , mot 'a Skite , mukom , wonja . """
"Her friendly manner and the couple 's genuine , sincere efforts prompted one of the parents to accept a Bible study .",Muyao mao na miwe ̱ n ma ba babaedi ba tute ̱ le ̱ muyedi mō ̱ o jemea jokwa la Bibe ̱ l .
"When presiding over family worship , the parent should remember that the guidance a young child needs may well differ from that of a teenager .",Muyedi ńe o die ̱ le ̱ Jowe ̱ la Ndabo a mbia a s 'angame ̱ n dimbea ná bana basadi na bekoke ̱ le ̱ ba si be ̱ n ńo ̱ ng 'a mulemlem ma bediedi .
The account about Jesus ' intense grief at the time of Lazarus ' death is just one of countless consoling scriptures found in God 's comforting Word .,Myango jombwea ebabad 'a ses 'a Yesu ponda Lasaro a wedino ̱ me nde dongo diwo ̱ la betiledi ba lo ̱ ko ̱ mea be mawe ̱ o Eyal 'a Loba .
Some trees take longer than others to become firmly rooted in a new environment .,Myele mō ̱ mi be ̱ n ńo ̱ ng 'a ponda buka mine ̱ ná myanga mabu mi yambe o mińangadu ma peńa mi de ̱ be ̱ no ̱ .
"He told Nathan to tell David : "" You are not the one who will build the house for me to dwell in . ""","Na mo ̱ a langwea Natan ná a bīse ̱ David ná : "" Seto ̱ wa nde o malongeye ̱ mba ndabo na majano ̱ . """
I eagerly listened in .,Na ta be ̱ na lambe ̱ toi .
"Years before , when I asked my mother about Jehovah 's Witnesses , she simply said , "" Oh , they worship some old man named Jehovah . ""","Na ta na mábaise ̱ ńango am mimbu jita oboso ba ponda ba nja be Mboṅ a Yehova , alabe ̱ nde ná , "" Oh , be nde bowe ̱ mudun a moto mō ̱ nu belabe ̱ ná Yehova . """
"Actually , I was better - off financially than when I worked with computers .",Na timbi be ̱ ne ̱ eyek 'a mo ̱ ni buka ponda na tano ̱ na po ̱ ngise ̱ o ̱ rdinate ̱ r .
"However , many of our decisions , the choices we make , can have a profound effect on us .","Nde , jita la bedomsedi basu , na mpo ̱ so ̱ ko masu be ná ba be ̱ ne ̱ ngińa ninde ̱ ne ̱ omo ̱ ń asu ."
"Jehovah solved every problem . ""","Nde Yehova ongwane ̱ mba o mańaka mam me ̱ se ̱ . """
"Joseph , though , was a disciple , but he could not bring himself to say so openly .","Nde Yose ̱ f mo ̱ a ta mokwedi , a si wusa nde puse ̱ le ̱ nika ná bwē ."
"As Rose studied the Bible , however , she discerned the excelling value of the truth about God 's Kingdom .","Nde ponda Rosa a botedino ̱ jokwa Bibe ̱ l , a so ̱ ṅtane ̱ mweńa mu peti ma mbal 'a Janea la Loba ."
People today have less and less love for God .,Ndolo bato ba be ̱ ne ̱ nno ̱ Loba we ̱ nge ̱ e mabenga nde wo ̱ ye ̱ mo ̱ na mo ̱ .
How should we respond to his discipline ?,Ne ̱ ni jangame ̱ nno ̱ je ̱ ne ̱ mbe ̱ t 'ao ńa dibongo e ?
How can we provide hospitality to visiting representatives of Jehovah 's organization ?,Ne ̱ ni jeno ̱ ná di kasa be ̱ n ba bonasango ba lomabe ̱ na bebokedi ba Yehova e ?
How can we show genuine love when we offer hospitality ?,Ne ̱ ni jeno ̱ ná di lee ̱ le ̱ ndol 'a mbale ̱ ke ̱ di makasa be ̱ n e ?
How have thousands with limited circumstances used their freedom wisely ?,Ne ̱ ni jita ba bolane ̱ no ̱ wonj 'abu na dibie ̱ to ̱ na bete ̱ medi babu e ?
"If you are an elder , then , how can you meet the challenge of discerning heartfelt repentance ?",Ne ̱ ni wa mutudu weno ̱ ná o bia ná moto ate ̱ le ̱ na mbale ̱ e ?
"Third , each one of us is personally involved in the issue of integrity .","Ni londe ̱ ilalo , mō ̱ ńasu te ̱ angame ̱ n tingame ̱ na Loba ."
"It was now the middle of World War II , and women were directed to assist in the war effort .","Nik 'e ta nde o mongo maba ma Bila be londise ̱ beba ba Wase ńe ̱ se ̱ , e ta pe ̱ e baisabe ̱ le ̱ bito ná ba sue ̱ le ̱ bila ."
"This means that the publisher - to - population ratio in Turkey is nearly 1 to 28,000 .",Nika e mapula kwala ná mute ̱ dikalo mō ̱ te ̱ a be ̱ n be ̱ be ̱ na 28000 la bato angame ̱ nno ̱ te ̱ ye ̱ dikalo .
"What will be considered in this article , and why ?","Nje di me ̱ nde ̱ no ̱ jombwea o din jokwa e , na ońola nje e ?"
What will replace the stresses we feel now ?,Nje e me ̱ nde ̱ timbane ̱ ndutu di be ̱ nno ̱ tatan e ?
"On the contrary , Jesus reassured Peter and the other apostles .","O diwengisan , Yesu a lo ̱ ki nde Petro na bane ̱ bamuloloma ."
"In 1958 , I married Lene , a Danish sister who had settled in London .","O mbu 1958 nde na baino ̱ munańango Lene , ngo ̱ n a Danemark nu po ̱ i je ̱ o London ."
"Today , we too may need time to uproot prejudice from our heart .","O nin we ̱ nge ̱ , ye pe ̱ ná e pula biso ̱ ponda ná di dubwe mo ̱ nge ̱ le ̱ ma ndando o mulema masu ."
"As you share in that form of service , you may find that people often react favorably to a pleasant smile and greeting .",O ponda weno ̱ o ni mbad 'a dikalo o me ̱ nde ̱ je ̱ ne ̱ ná bato be muńe ̱ nge ̱ o kasa masoma na lo ̱ la muyao .
So do not hold back in expressing yourself in song .,O si bwa so ̱ bo ̱ ngo ̱ o lo ̱ ngo ̱ .
"Finally , I started pioneering when I was 19 .","O sukan , na botedi ebol 'a paonia ke ̱ na be ̱ n 19 la mbu ."
"Apart from those extremists , ordinary Jews were keenly awaiting the arrival of a political Messiah .","O sumo te ̱ ban bato ba pamo , dongo dinde ̱ ne ̱ la Bonayuda di ta lenge ̱ le ̱ Mesia nu me ̱ nde ̱ te ̱ se ̱ babo ̱ wonja na Roma ."
"In addition to preaching , he also used his physical and mental abilities to accomplish the God - assigned work of building an ark . - Read Hebrews 11 : 7 .","O sumo te ̱ belangwedi ba myango ma bwam , Noa a bolane ̱ pe ̱ ngiń 'ao ńa mison na dibie ̱ lao la bo ̱ ngo ̱ o londise ̱ m 'bē ̱ Loba a bolino ̱ mo ̱ ma longa elimbi . - Langa Bonahebe ̱ r 11 : 7 ."
"Study God 's Word diligently , and meditate on what you read","Okwa Eyal 'a Loba na iwiye ̱ , o duteye pe ̱ o nje o malangano ̱"
"Afterward , like Christ , they could be resurrected with a spirit body .",Ombusa nika nde ba wusano ̱ pumbwabe ̱ le ̱ na ńol 'a mudī ka Kristo .
Two types of IUDs have come to the fore .,"Pat 'a "" stérilet "" iba i busi ."
"AS A God - fearing young man , my father , Arthur , hoped to become a Methodist minister .","SANGO am Artur a ta nde eso ̱ mb 'a moto e ta e be ̱ ne ̱ bo ̱ ngo ̱ ba Loba , na yena e ta e pula be ̱ elong 'a ebas 'a Metodist nika ńe nde ebasi e longedi na bato ba wu o ńai na ńai a bebasi bepe ̱ pe ̱ ."
They had been taught about Jehovah from infancy by their father and got baptized as teenagers .,"Sango abu okwe ̱ le ̱ babo ̱ mambo jombwea Yehova botea mimbu misadi , na babo ̱ ba dubisabe ̱ ke ̱ be eso ̱ mbe ̱ ."
